FeatureCode,DateCode,Measurement,Units,Value,Greenhouse gas source sector,Pollutant
S92000003,2014,Count,Mt Co2Equiv,7.37251E-4,Forestry,CH4
S92000003,2007,Count,Mt Co2Equiv,6.40799E-4,International Aviation and Shipping,CH4
S92000003,2006,Count,Mt Co2Equiv,0.027257164,Transport (excluding international aviation and shipping),CH4
S92000003,2001,Count,Mt Co2Equiv,0.001684349,Forestry,CH4
S92000003,2010,Count,Mt Co2Equiv,0.018863513,Business and Industrial Process,CH4
S92000003,2014,Count,Mt Co2Equiv,0.010089678,Transport (excluding international aviation and shipping),CH4
S92000003,2012,Count,Mt Co2Equiv,0.029269869,Business and Industrial Process,CH4
S92000003,2002,Count,Mt Co2Equiv,4.768433788,Agriculture and Related Land Use,CH4
S92000003,2001,Count,Mt Co2Equiv,5.2842762,Waste Management,CH4
S92000003,2006,Count,Mt Co2Equiv,4.719342286,Agriculture and Related Land Use,CH4
S92000003,2000,Count,Mt Co2Equiv,0.049314174,Transport (excluding international aviation and shipping),CH4
S92000003,2011,Count,Mt Co2Equiv,0.01766773,Business and Industrial Process,CH4
S92000003,1995,Count,Mt Co2Equiv,0.005905332,Forestry,CH4
S92000003,1998,Count,Mt Co2Equiv,14.44659699,Transport (excluding international aviation and shipping),CO2
S92000003,2017,Count,Mt Co2Equiv,12.87521141,Transport (excluding international aviation and shipping),CO2
S92000003,2015,Count,Mt Co2Equiv,12.29497638,Transport (excluding international aviation and shipping),CO2
S92000003,1995,Count,Mt Co2Equiv,14.00638276,Transport (excluding international aviation and shipping),CO2
S92000003,1990,Count,Mt Co2Equiv,13.26105155,Transport (excluding international aviation and shipping),CO2
S92000003,1999,Count,Mt Co2Equiv,14.55364294,Transport (excluding international aviation and shipping),CO2
S92000003,2002,Count,Mt Co2Equiv,7.353687309,Residential,CO2
S92000003,2001,Count,Mt Co2Equiv,8.020229375,Residential,CO2
S92000003,2004,Count,Mt Co2Equiv,7.505550264,Residential,CO2
S92000003,1990,Count,Mt Co2Equiv,7.725296865,Residential,CO2
S92000003,2003,Count,Mt Co2Equiv,7.337868221,Residential,CO2
S92000003,1995,Count,Mt Co2Equiv,7.630025571,Residential,CO2
S92000003,2007,Count,Mt Co2Equiv,0.008266804,Waste Management,CO2
S92000003,2015,Count,Mt Co2Equiv,0.006954948,Waste Management,CO2
S92000003,2009,Count,Mt Co2Equiv,0.008961322,Waste Management,CO2
S92000003,2002,Count,Mt Co2Equiv,0.019524756,Waste Management,CO2
S92000003,2005,Count,Mt Co2Equiv,0.010678622,Waste Management,CO2
S92000003,2006,Count,Mt Co2Equiv,0.007768629,Waste Management,CO2
S92000003,2013,Count,Mt Co2Equiv,0.007417418,Waste Management,CO2
S92000003,2004,Count,Mt Co2Equiv,0.013605758,Waste Management,CO2
S92000003,2012,Count,Mt Co2Equiv,0.007821846,Waste Management,CO2
S92000003,2008,Count,Mt Co2Equiv,0.008492338,Waste Management,CO2
S92000003,2011,Count,Mt Co2Equiv,0.007883265,Waste Management,CO2
S92000003,2014,Count,Mt Co2Equiv,0.007591093,Waste Management,CO2
S92000003,2008,Count,Mt Co2Equiv,-10.59357224,Forestry,CO2
S92000003,2017,Count,Mt Co2Equiv,-9.629173493,Forestry,CO2
S92000003,2007,Count,Mt Co2Equiv,-10.54763433,Forestry,CO2
S92000003,2011,Count,Mt Co2Equiv,-10.37688659,Forestry,CO2
S92000003,2002,Count,Mt Co2Equiv,14.26741481,Transport (excluding international aviation and shipping),CO2
S92000003,2010,Count,Mt Co2Equiv,-10.55535065,Forestry,CO2
S92000003,2010,Count,Mt Co2Equiv,1.417100597,International Aviation and Shipping,CO2
S92000003,2004,Count,Mt Co2Equiv,1.486541057,International Aviation and Shipping,CO2
S92000003,2001,Count,Mt Co2Equiv,1.530299142,International Aviation and Shipping,CO2
S92000003,2006,Count,Mt Co2Equiv,-10.45509292,Forestry,CO2
S92000003,2003,Count,Mt Co2Equiv,-10.37583774,Forestry,CO2
S92000003,2011,Count,Mt Co2Equiv,1.537742886,International Aviation and Shipping,CO2
S92000003,2006,Count,Mt Co2Equiv,14.03612197,Transport (excluding international aviation and shipping),CO2
S92000003,2012,Count,Mt Co2Equiv,12.12172863,Transport (excluding international aviation and shipping),CO2
S92000003,2000,Count,Mt Co2Equiv,14.03320931,Transport (excluding international aviation and shipping),CO2
S92000003,2008,Count,Mt Co2Equiv,13.6839371,Transport (excluding international aviation and shipping),CO2
S92000003,2005,Count,Mt Co2Equiv,14.13730463,Transport (excluding international aviation and shipping),CO2
S92000003,2009,Count,Mt Co2Equiv,13.15000104,Transport (excluding international aviation and shipping),CO2
S92000003,2007,Count,Mt Co2Equiv,14.30960577,Transport (excluding international aviation and shipping),CO2
S92000003,2003,Count,Mt Co2Equiv,14.11343374,Transport (excluding international aviation and shipping),CO2
S92000003,2011,Count,Mt Co2Equiv,12.29090678,Transport (excluding international aviation and shipping),CO2
S92000003,2016,Count,Mt Co2Equiv,12.61307913,Transport (excluding international aviation and shipping),CO2
S92000003,2010,Count,Mt Co2Equiv,12.83549657,Transport (excluding international aviation and shipping),CO2
S92000003,2004,Count,Mt Co2Equiv,14.03979119,Transport (excluding international aviation and shipping),CO2
